Date,Open,High,Low,Close,Volume,signal,bull_patterns,bear_patterns
2017-03-05,7.257406501514523,7.961376190185547,7.192089732261657,7.903316020965577,35530,[],[],[]
2017-03-12,7.946860072892312,8.324245547565226,7.257405423393263,7.58398962020874,44496,[],[],[]
2017-03-19,7.583989985667578,7.6928515031994165,7.039683622039816,7.315465450286865,17358,[],[],[]
2017-03-26,7.315465129922979,7.852513313293457,7.039683621232528,7.852513313293457,21916,[],[],[]
2017-04-02,7.837998365408297,7.837998365408297,7.199347081313686,7.373524665832519,5399,[],[],[]
2017-04-09,7.3735246244417585,7.540445327758789,7.199346774558494,7.460612773895263,10736,[],[],[]
2017-04-16,7.460613485348321,7.460613485348321,6.981624539507925,7.257405757904053,4595,[],[],[]
2017-04-23,7.395296908244588,7.395296908244588,6.901793347754069,7.134030342102051,4522,[],[],[]
2017-04-30,7.134029981478222,7.475129093715253,6.894535640900756,7.1848320960998535,28060,[],[],[]
2017-05-07,7.163059711456299,7.380782484740507,7.0396837528377665,7.33723783493042,2666,[],[],[]
2017-05-14,7.329981208069168,7.409812434394422,6.901792964170826,7.105000972747803,7168,[],[],[]
2017-05-21,7.105000972747803,7.148545125571482,6.408289592808603,6.77116060256958,13697,[],[],[]
2017-05-28,6.996140761012319,6.996140761012319,6.560696053966135,6.785675525665283,6042,[],[],[]
2017-06-04,6.785675159680922,7.910572625985407,6.778417587280273,7.547702312469482,28238,[],[],[]
2017-06-11,7.547702207982856,8.287958913430547,7.3662671405546964,8.092008590698242,18972,[],[],[]
2017-06-18,8.164582166098366,8.92660903930664,7.765424677331739,8.92660903930664,11874,[],[],[]
2017-06-25,8.926609952800845,9.18787633235104,8.563739911155885,8.919352531433105,26892,[],[],[]
2017-07-02,8.962896347045898,8.962896584157534,7.997662007526795,8.60002613067627,6718,[],[],[]
2017-07-09,8.60002613067627,8.600027202392097,8.200868129429194,8.237156867980957,1176,[],[],[]
2017-07-16,8.600026080431634,8.600026080431634,7.874285506289561,8.150066375732422,146,[],[],[]
2017-07-23,8.229899517878716,8.229899517878716,7.910573120247415,8.200868606567383,612,[],[],[]
2017-07-30,7.837998027281276,8.454878090931485,7.816226004716972,8.128294944763184,2175,[],[],[]
2017-08-06,8.200868129429194,8.454878090931485,7.119515208523921,7.823482990264893,57806,[],[],[]
2017-08-13,7.816226703716682,8.41133405054108,7.591247051871807,8.18635368347168,9150,[],[],[]
2017-08-20,8.186354002666729,8.61454107935557,7.954117398300539,8.375046730041504,30748,[],[],[]
2017-08-27,8.389561007791169,8.614540189235917,7.3952964719785745,8.012176513671875,27199,[],[],[]
2017-09-03,8.418591570302567,11.17640457204485,7.656563771695145,10.871593475341797,120983,[],[],[]
2017-09-10,11.161891276339105,11.611850281914288,10.182141122317136,10.450664520263672,66803,[],[],[]
2017-09-17,10.450665454241923,11.444929709374556,9.855557007511734,10.1966552734375,32861,[],[],[]
2017-09-24,10.30551671490848,10.886109352111816,9.51445918083907,10.211170196533203,21933,[],[],[]
2017-10-01,10.211170114260083,13.317340682228506,9.819271136063666,12.671430587768556,63515,[],[],[]
2017-10-08,12.722234433288675,15.712283826943487,12.722234433288675,13.919705390930176,68406,[],[],[]
2017-10-15,13.97050727709011,14.40595015592115,13.099617958068848,14.130169868469238,25532,[],[],[]
