Date,Open,High,Low,Close,Volume,signal,bull_patterns,bear_patterns
2018-04-29,10.900177001953125,15.932426216138992,9.791992097532784,14.306482315063477,2305400.0,[],[],[]
2018-05-06,13.852307505191243,14.442733718683238,12.716872463782124,13.943142890930176,711600.0,[],[],[]
2018-05-13,14.097562029013611,16.077761328201774,13.943142792557207,15.287498474121094,561800.0,[],[],[]
2018-05-20,15.214829676181234,15.246621718991237,12.008361336233657,14.715237617492676,399900.0,[],[],[]
2018-05-27,14.896906169631158,15.89608927026964,13.997641898817395,14.905991554260254,597000.0,[],[],[]
2018-06-03,15.432832497308006,15.432832497308006,14.533568923373121,14.742487907409668,404000.0,[],[],[]
2018-06-10,14.896906169631158,18.030707862321623,14.544466718281045,17.712785720825195,1206000.0,[],[],[]
2018-06-17,17.71278630981983,22.708700416757267,17.449364553594805,21.591432571411133,1631000.0,[],[],[]
2018-06-24,21.600515150314074,25.28840906537484,21.116364827448827,23.816883087158203,2519400.0,[],[],[]
2018-07-01,23.498963562853575,26.078671551638934,22.46344745473118,22.672367095947266,960400.0,[],[],[]
2018-07-08,22.826785629811255,23.340002760824824,21.194483964178,22.68144989013672,539900.0,[],[],[]
2018-07-15,22.71778532677212,24.74339833101313,22.365345278331468,23.671550750732425,441500.0,[],[],[]
2018-07-22,23.925886105728306,27.005186461396523,22.708699665077262,24.45272827148437,959000.0,[],[],[]
2018-07-29,24.516313839743592,26.08775689026999,23.676093870012025,24.39822769165039,485800.0,[],[],[]
2018-08-05,24.561729934567477,26.587344923626897,23.934969350306602,25.14307403564453,610900.0,[],[],[]
2018-08-12,25.07948873247544,26.141346375895093,21.80217236927832,24.75248336791992,616600.0,[],[],[]
2018-08-19,24.643479560745458,26.335734402610694,23.300032989680716,24.171142578125,408400.0,[],[],[]
2018-08-26,24.28014238548109,25.342909648105,23.617049938512153,24.034889221191406,271000.0,[],[],[]
2018-09-02,24.08030730681349,29.081670393965897,23.671549986318375,28.17695617675781,681400.0,[],[],[]
2018-09-09,28.231456609300974,30.992834121386956,27.298583815641692,28.67654800415039,702300.0,[],[],[]
2018-09-16,28.876383025359083,34.68072766810025,28.331373892559125,33.09111785888672,742200.0,[],[],[]
2018-09-23,33.445374926278554,33.77238077871449,31.083671480827675,32.24635696411133,538500.0,[],[],[]
2018-09-30,32.28269309590978,32.6460302657606,27.831782942367692,30.765745162963867,622700.0,[],[],[]
2018-10-07,30.883830457979382,30.883830457979382,25.43374431840463,26.83260154724121,578200.0,[],[],[]
2018-10-14,26.83260454935408,27.09602117637756,24.84331877080188,25.015905380249023,433400.0,[],[],[]
2018-10-21,24.979570740157666,26.196757427418653,22.572450782525326,26.015087127685547,503400.0,[],[],[]
2018-10-28,26.06958949578753,30.588617146296308,24.770650386098094,28.240541458129883,1094700.0,[],[],[]
2018-11-04,28.39495890345496,33.1365352693835,27.849949752810446,32.85494613647461,713600.0,[],[],[]
2018-11-11,32.50068952728179,34.30830352720295,24.225642783162254,25.72441673278809,1418300.0,[],[],[]
2018-11-18,25.470081092847977,25.470081092847977,18.612051802263984,19.947322845458984,1425000.0,[],[],[]
2018-11-25,20.292494242300943,22.794993720915006,19.892820641450985,22.14552497863769,533700.0,[],[],[]
2018-12-02,22.318111840297867,24.852404362669528,21.527849491678907,23.090206146240234,596000.0,[],[],[]
2018-12-09,23.86230237624112,24.243809033052592,22.567906461805812,24.0621395111084,500300.0,[],[],[]
2018-12-16,24.216559589338654,25.433743173388628,23.61704859684656,24.87965202331543,954600.0,[],[],[]
2018-12-23,24.87965333023379,25.2248265704858,21.28259292565667,21.527847290039062,1064100.0,[],[],[]
2018-12-30,21.18267625228823,24.552646985601495,21.055508079678905,24.43456077575684,506300.0,[],[],[]
2019-01-06,24.525394579560597,24.607149539575804,21.97293901074802,24.470897674560547,777400.0,[],[],[]
2019-01-13,24.016721962093758,26.76901588704366,23.45354543140675,25.89700126647949,985000.0,[],[],[]
2019-01-20,25.433743173388628,26.342094119771247,24.457268752545076,26.04233932495117,476600.0,[],[],[]
2019-01-27,25.996921689058336,26.015087333146013,23.326379522273793,25.13399124145508,462400.0,[],[],[]
