Date,Open,High,Low,Close,Volume,signal,bull_patterns,bear_patterns
2016-10-01,56.36667245133623,61.22663427291111,55.04730090838984,57.1046028137207,19148600,[],[],[]
2016-11-01,57.246244864374766,68.94889723783159,55.14423462176352,65.15496063232422,19831300,[],[],[]
2016-12-01,65.57503392926768,68.34295935093913,59.461582029718926,61.801918029785156,18210000,[],[],[]
2017-01-01,62.19200903762746,67.7953615517953,61.06683705070262,63.0621452331543,24842000,[],[],[]
2017-02-01,63.44469530594586,67.16527007650738,61.98197588220873,64.34979248046875,11521500,[],[],[]
2017-03-01,64.96150447712098,69.40202992005379,61.31394262910534,63.284980773925774,17690200,[],[],[]
2017-04-01,63.51908803536546,68.28432843816871,58.836907451396144,64.38752746582031,18465200,[],[],[]
2017-05-01,64.56878461228895,72.3094850053302,62.907381344534166,63.56900787353516,16676800,[],[],[]
2017-06-01,63.60703485638778,70.70154491840894,63.39413737641616,70.1312484741211,11594100,[],[],[]
2017-07-01,70.59507930579421,75.4007788862501,65.781785839429,68.1770248413086,18807700,[],[],[]
2017-08-01,68.27588647226035,72.78501224312004,66.12395006890229,71.32946014404297,12619600,[],[],[]
2017-09-01,71.47483862466338,82.98182422359064,71.27588363274326,80.05152893066406,17889800,[],[],[]
2017-10-01,79.80667148305729,97.05184151591004,77.32012803465864,90.60977172851562,23903300,[],[],[]
2017-11-01,90.86225985031915,102.74412360307623,86.7383859668838,97.61290740966795,13713700,[],[],[]
2017-12-01,97.39005483093541,103.49999685537044,93.97771671997887,95.29192352294922,13587300,[],[],[]
2018-01-01,95.79147748015963,105.7979408377175,85.65434700914568,86.8532943725586,16658600,[],[],[]
2018-02-01,85.91567967227707,91.34927419880896,78.54530502282275,88.06706237792969,14928600,[],[],[]
2018-03-01,88.4842526892555,95.96288549998381,84.64451850269114,88.47655487060547,13394600,[],[],[]
2018-04-01,88.30657569569902,98.69786705581045,79.92401946261504,80.98245239257812,16538200,[],[],[]
2018-05-01,80.3875497631975,89.85175987651587,79.970352750262,86.91327667236328,12460700,[],[],[]
2018-06-01,87.5657225114111,101.94249775822772,87.27834544580777,94.89779663085938,17248200,[],[],[]
2018-07-01,94.22208492379724,100.17939287880193,79.9151673771158,81.88023376464844,15449700,[],[],[]
2018-08-01,83.29384486642071,87.03035788348545,81.28218170463188,84.69528198242188,10600900,[],[],[]
2018-09-01,84.82024975502712,90.122981818567,78.6350432172291,78.83808898925781,12062900,[],[],[]
2018-10-01,79.45504709452433,81.37621229221763,66.09279370937709,69.4899673461914,23380500,[],[],[]
2018-11-01,69.76331948210043,77.54949255183318,69.56023235366615,76.227783203125,12801900,[],[],[]
2018-12-01,77.79946104733219,79.9919920326816,55.22191074858161,60.25923156738281,12941400,[],[],[]
2019-01-01,59.72485395235767,70.8446913495533,58.624649513373406,65.91735076904297,15309600,[],[],[]
2019-02-01,66.03523935562107,71.11184739327643,64.4635602551843,67.45104217529297,13376200,[],[],[]
2019-03-01,68.41658266445684,73.10165576686933,62.36235568360455,66.81793212890625,13644800,[],[],[]
2019-04-01,67.49852676267696,80.60413868921151,67.16615192762792,76.291015625,16365000,[],[],[]
2019-05-01,76.75000122504696,81.66461172087878,62.978776788552935,63.67224884033203,15143400,[],[],[]
2019-06-01,63.7041180607585,75.36565725916539,63.56861275954826,72.71928405761719,11776800,[],[],[]
2019-07-01,73.89900545488325,77.06349656427034,64.58092351362018,75.4613265991211,17543300,[],[],[]
2019-08-01,75.18231970905306,75.81202816530616,61.41644932822956,65.8683853149414,14057000,[],[],[]
2019-09-01,65.04922527939402,74.2926639559066,62.840787338398556,70.6788101196289,15095200,[],[],[]
2019-10-01,71.10445659451013,83.60032709175583,65.8282211503435,79.22354888916016,15566100,[],[],[]
2019-11-01,80.30770633538548,83.7207982505892,77.75391802679505,78.94122314453125,9233300,[],[],[]
2019-12-01,79.13513643585354,84.33055446205809,74.93354756898506,82.17317962646484,13698600,[],[],[]
2020-01-01,83.15087004933199,83.2963034091719,72.50957776416321,74.20633697509766,18296100,[],[],[]
2020-02-01,74.8850554453653,77.43835297615898,64.81459201237138,67.1834716796875,12928500,[],[],[]
2020-03-01,67.53352293637612,75.56003787544383,33.489982471712516,39.19647216796875,23957800,[],[],[]
