Date,Open,High,Low,Close,Volume,signal,bull_patterns,bear_patterns
2025-05-15,0.419405996799469,0.426936000585556,0.4126029908657074,0.4208230078220367,15267397.0,[],[],[]
2025-05-16,0.4208399951457977,0.4240680038928985,0.4107980132102966,0.4121809899806976,13978052.0,[],[],[]
2025-05-17,0.4121809899806976,0.4228090047836303,0.4098440110683441,0.4143959879875183,11621345.0,[],[],[]
2025-05-18,0.4143959879875183,0.425449013710022,0.4089590013027191,0.419622004032135,15146292.0,[],[],[]
2025-05-19,0.419622004032135,0.4257780015468597,0.4105289876461029,0.4236109852790832,19044358.0,[],[],[]
2025-05-20,0.4236109852790832,0.4237880110740661,0.4034569859504699,0.4045040011405945,16490028.0,[],[],[]
2025-05-21,0.4045040011405945,0.4466589987277984,0.401075005531311,0.4389100074768066,22744391.0,[],[],[]
2025-05-22,0.4389100074768066,0.4456419944763183,0.4302090108394623,0.4337640106678009,19525665.0,[],[],[]
2025-05-23,0.4337640106678009,0.440183013677597,0.4165599942207336,0.4169099926948547,19742575.0,[],[],[]
2025-05-24,0.4169099926948547,0.4288859963417053,0.411761999130249,0.4149580001831054,13940120.0,[],[],[]
2025-05-25,0.4149580001831054,0.4177770018577575,0.4090319871902466,0.4132609963417053,14559921.0,[],[],[]
2025-05-26,0.4132609963417053,0.4253909885883331,0.4106740057468414,0.4134849905967712,13814031.0,[],[],[]
2025-05-27,0.4134849905967712,0.4225980043411255,0.4094760119915008,0.4186719954013824,17002406.0,[],[],[]
2025-05-28,0.4186719954013824,0.4397200047969818,0.4181840121746063,0.436365008354187,14809187.0,[],[],[]
2025-05-29,0.436365008354187,0.4400269985198974,0.4284529983997345,0.4291349947452545,16864406.0,[],[],[]
2025-05-30,0.4291349947452545,0.4340249896049499,0.417039006948471,0.4183669984340668,17910837.0,[],[],[]
2025-05-31,0.4183650016784668,0.4302160143852234,0.4167119860649109,0.420875996351242,10317240.0,[],[],[]
2025-06-01,0.420875996351242,0.4666939973831177,0.4187949895858764,0.4471350014209747,10823830.0,[],[],[]
2025-06-02,0.4471350014209747,0.4495660066604614,0.4356209933757782,0.4441069960594177,13937147.0,[],[],[]
2025-06-03,0.4441069960594177,0.4477080106735229,0.4285480082035064,0.4311229884624481,21959113.0,[],[],[]
2025-06-04,0.4311229884624481,0.4444569945335388,0.4253419935703277,0.4399459958076477,20935111.0,[],[],[]
2025-06-05,0.4399459958076477,0.4407919943332672,0.4256060123443603,0.4282670021057129,23085873.0,[],[],[]
2025-06-06,0.4282670021057129,0.4370529949665069,0.4194259941577911,0.43367800116539,26360880.0,[],[],[]
2025-06-07,0.43367400765419,0.4359920024871826,0.4165180027484894,0.4233959913253784,15920993.0,[],[],[]
2025-06-08,0.4233959913253784,0.4264380037784576,0.4197100102901459,0.4261080026626587,15789343.0,[],[],[]
2025-06-09,0.4261080026626587,0.4306980073451996,0.4223339855670929,0.4274150133132934,21200628.0,[],[],[]
2025-06-10,0.4274150133132934,0.4304749965667724,0.4170190095901489,0.4183540046215057,26717376.0,[],[],[]
2025-06-11,0.4183540046215057,0.4219030141830444,0.4009389877319336,0.4053150117397308,17774085.0,[],[],[]
2025-06-12,0.4053150117397308,0.4093180000782013,0.3982770144939422,0.4019489884376526,13885845.0,[],[],[]
2025-06-13,0.4019489884376526,0.4190990030765533,0.3922240138053894,0.4097320139408111,15228847.0,[],[],[]
2025-06-14,0.4097320139408111,0.4166299998760223,0.4028429985046386,0.4155440032482147,9378103.0,[],[],[]
2025-06-15,0.4155440032482147,0.416357010602951,0.4084669947624206,0.4097830057144165,9507034.0,[],[],[]
2025-06-16,0.4097830057144165,0.4644599854946136,0.4093810021877289,0.4399119913578033,14410512.0,[],[],[]
2025-06-17,0.4399119913578033,0.4446980059146881,0.4169009923934936,0.4213910102844238,16701810.0,[],[],[]
2025-06-18,0.4213910102844238,0.424127995967865,0.4122160077095032,0.4173929989337921,15102123.0,[],[],[]
2025-06-19,0.4173929989337921,0.4386889934539795,0.4164809882640838,0.4237450063228607,14084615.0,[],[],[]
2025-06-20,0.4237439930438995,0.4345839917659759,0.4232099950313568,0.4301249980926513,17856075.0,[],[],[]
2025-06-21,0.4301249980926513,0.4379130005836487,0.4250189960002899,0.4276919960975647,17551619.0,[],[],[]
2025-06-22,0.4276919960975647,0.4308469891548157,0.4172210097312927,0.4202759861946106,23834369.0,[],[],[]
2025-06-23,0.4202759861946106,0.437745988368988,0.4150010049343109,0.4305840134620666,23172888.0,[],[],[]
